SEMEL_YISHUV,SHEM_YISHUV,KALPI2022,Stat2011,yishuv_stat2011
188,אשדות יעקב  (מאוחד),1,1,1880001
1188,אשחר,1,1,11880001
3722,אשכולות,1,1,37220001
3722,אשכולות,2,1,37220001
2021,אשל הנשיא,1,1,20210001
1152,אשלים,1,1,11520001
7100,אשקלון,1,222,71000222
7100,אשקלון,2,211,71000211
7100,אשקלון,3,211,71000211
7100,אשקלון,4,211,71000211
7100,אשקלון,5,212,71000212
7100,אשקלון,6,211,71000211
7100,אשקלון,7,223,71000223
7100,אשקלון,8,223,71000223
7100,אשקלון,9,223,71000223
7100,אשקלון,10,213,71000213
7100,אשקלון,11,213,71000213
7100,אשקלון,12,215,71000215
7100,אשקלון,13,225,71000225
7100,אשקלון,14,225,71000225
7100,אשקלון,15,225,71000225
7100,אשקלון,16,213,71000213
7100,אשקלון,17,213,71000213
7100,אשקלון,18,226,71000226
7100,אשקלון,19,226,71000226
7100,אשקלון,20,226,71000226
7100,אשקלון,21,226,71000226
7100,אשקלון,22,226,71000226
7100,אשקלון,23,313,71000313
7100,אשקלון,24,313,71000313
7100,אשקלון,25,225,71000225
7100,אשקלון,26,315,71000315
7100,אשקלון,27,314,71000314
7100,אשקלון,28,313,71000313
7100,אשקלון,29,314,71000314
7100,אשקלון,30,316,71000316
7100,אשקלון,31,316,71000316
7100,אשקלון,32,316,71000316
7100,אשקלון,33,316,71000316
7100,אשקלון,34,315,71000315
7100,אשקלון,35,316,71000316
7100,אשקלון,36,316,71000316
7100,אשקלון,37,313,71000313
7100,אשקלון,38,315,71000315
7100,אשקלון,39,313,71000313
7100,אשקלון,40,124,71000124
7100,אשקלון,41,124,71000124
7100,אשקלון,42,123,71000123
7100,אשקלון,43,123,71000123
7100,אשקלון,44,122,71000122
7100,אשקלון,45,123,71000123
7100,אשקלון,46,125,71000125
7100,אשקלון,47,114,71000114
7100,אשקלון,48,111,71000111
7100,אשקלון,49,121,71000121
7100,אשקלון,50,114,71000114
7100,אשקלון,51,122,71000122
7100,אשקלון,52,123,71000123
7100,אשקלון,53,114,71000114
7100,אשקלון,54,127,71000127
7100,אשקלון,55,322,71000322
7100,אשקלון,56,321,71000321
7100,אשקלון,57,114,71000114
7100,אשקלון,58,323,71000323
7100,אשקלון,59,322,71000322
7100,אשקלון,60,314,71000314
7100,אשקלון,61,314,71000314
7100,אשקלון,62,322,71000322
7100,אשקלון,63,321,71000321
7100,אשקלון,64,323,71000323
7100,אשקלון,65,322,71000322
7100,אשקלון,66,323,71000323
7100,אשקלון,67,314,71000314
7100,אשקלון,68,314,71000314
7100,אשקלון,69,321,71000321
7100,אשקלון,70,123,71000123
7100,אשקלון,71,114,71000114
7100,אשקלון,72,114,71000114
7100,אשקלון,73,121,71000121
7100,אשקלון,74,113,71000113
7100,אשקלון,75,113,71000113
7100,אשקלון,76,124,71000124
7100,אשקלון,77,125,71000125
7100,אשקלון,78,127,71000127
7100,אשקלון,79,125,71000125
7100,אשקלון,80,322,71000322
7100,אשקלון,81,311,71000311
7100,אשקלון,82,311,71000311
7100,אשקלון,83,311,71000311
7100,אשקלון,84,311,71000311
7100,אשקלון,85,313,71000313
7100,אשקלון,86,323,71000323
7100,אשקלון,87,321,71000321
7100,אשקלון,89,321,71000321
7100,אשקלון,90,221,71000221
7100,אשקלון,91,221,71000221
7100,אשקלון,92,221,71000221
7100,אשקלון,93,221,71000221
7100,אשקלון,94,221,71000221
7100,אשקלון,95,214,71000214
7100,אשקלון,96,215,71000215
7100,אשקלון,97,214,71000214
7100,אשקלון,98,215,71000215
7100,אשקלון,99,212,71000212
7100,אשקלון,100,211,71000211
7100,אשקלון,101,113,71000113
7100,אשקלון,102,113,71000113
7100,אשקלון,103,113,71000113
7100,אשקלון,104,211,71000211
7100,אשקלון,105,214,71000214
7100,אשקלון,106,212,71000212
7100,אשקלון,107,213,71000213
7100,אשקלון,108,212,71000212
7100,אשקלון,109,323,71000323
7100,אשקלון,110,323,71000323
7100,אשקלון,111,323,71000323
7100,אשקלון,112,314,71000314
7100,אשקלון,113,212,71000212
7100,אשקלון,114,122,71000122
7100,אשקלון,115,122,71000122
7100,אשקלון,116,124,71000124
7100,אשקלון,117,125,71000125
7100,אשקלון,118,125,71000125
7100,אשקלון,119,111,71000111
7100,אשקלון,120,225,71000225
7100,אשקלון,121,111,71000111
7100,אשקלון,123,122,71000122
7100,אשקלון,124,215,71000215
7100,אשקלון,125,316,71000316
7100,אשקלון,126,321,71000321
7100,אשקלון,127,314,71000314
7100,אשקלון,128,311,71000311
7100,אשקלון,129,125,71000125
7100,אשקלון,130,126,71000126
7100,אשקלון,131,126,71000126
7100,אשקלון,132,126,71000126
7100,אשקלון,133,126,71000126
7100,אשקלון,134,113,71000113
7100,אשקלון,135,112,71000112
7100,אשקלון,137,112,71000112
7100,אשקלון,138,214,71000214
7100,אשקלון,139,213,71000213
7100,אשקלון,140,213,71000213
7100,אשקלון,141,313,71000313
7100,אשקלון,142,122,71000122
7100,אשקלון,143,212,71000212
7100,אשקלון,144,212,71000212
7100,אשקלון,145,112,71000112
7100,אשקלון,146,112,71000112
7100,אשקלון,147,112,71000112
7100,אשקלון,148,221,71000221
7100,אשקלון,149,113,71000113
7100,אשקלון,150,113,71000113
7100,אשקלון,151,111,71000111
7100,אשקלון,152,124,71000124
7100,אשקלון,153,225,71000225
7100,אשקלון,154,311,71000311
7100,אשקלון,155,323,71000323
7100,אשקלון,156,123,71000123
7100,אשקלון,157,114,71000114
7100,אשקלון,158,111,71000111
7100,אשקלון,159,111,71000111
7100,אשקלון,160,312,71000312
7100,אשקלון,161,112,71000112
7100,אשקלון,162,213,71000213
7100,אשקלון,163,213,71000213
7100,אשקלון,164,112,71000112
7100,אשקלון,165,111,71000111
7100,אשקלון,166,112,71000112
7100,אשקלון,167,121,71000121
7100,אשקלון,168,122,71000122
7100,אשקלון,169,112,71000112
7100,אשקלון,170,111,71000111
7100,אשקלון,171,111,71000111
7100,אשקלון,172,113,71000113
7100,אשקלון,173,213,71000213
7100,אשקלון,174,213,71000213
7100,אשקלון,175,113,71000113
7100,אשקלון,176,321,71000321
7100,אשקלון,177,312,71000312
7100,אשקלון,178,111,71000111
7100,אשקלון,179,226,71000226
7100,אשקלון,180,111,71000111
7100,אשקלון,181,312,71000312
7100,אשקלון,182,312,71000312
7100,אשקלון,183,111,71000111
7100,אשקלון,184,121,71000121
7100,אשקלון,185,312,71000312
7100,אשקלון,186,111,71000111
7100,אשקלון,187,113,71000113
7100,אשקלון,188,312,71000312
7100,אשקלון,190,111,71000111
7100,אשקלון,191,312,71000312
7100,אשקלון,192,111,71000111
7100,אשקלון,193,312,71000312
7100,אשקלון,194,111,71000111
7100,אשקלון,195,112,71000112
7100,אשקלון,196,226,71000226
7100,אשקלון,197,312,71000312
7100,אשקלון,198,111,71000111
7100,אשקלון,199,316,71000316
7100,אשקלון,200,215,71000215
7100,אשקלון,201,226,71000226
7100,אשקלון,204,215,71000215
7100,אשקלון,205,215,71000215
7100,אשקלון,206,215,71000215
7100,אשקלון,950,224,71000224
7100,אשקלון,951,324,71000324
7100,אשקלון,952,126,71000126
1256,אשרת,1,1,12560001
740,אשתאול,1,1,7400001
21,באר אורה,1,1,210001
1376,באר גנים,1,1,13760001
1376,באר גנים,2,1,13760001
155,באר טוביה,1,1,1550001
155,באר טוביה,2,1,1550001
2530,באר יעקב,1,1,25300001
2530,באר יעקב,2,1,25300001
2530,באר יעקב,3,1,25300001
2530,באר יעקב,4,1,25300001
2530,באר יעקב,5,1,25300001
2530,באר יעקב,6,1,25300001
2530,באר יעקב,7,1,25300001
2530,באר יעקב,8,1,25300001
2530,באר יעקב,9,1,25300001
2530,באר יעקב,10,1,25300001
2530,באר יעקב,11,1,25300001
2530,באר יעקב,12,1,25300001
2530,באר יעקב,13,1,25300001
2530,באר יעקב,14,1,25300001
2530,באר יעקב,15,1,25300001
2530,באר יעקב,16,1,25300001
2530,באר יעקב,17,1,25300001
2530,באר יעקב,18,1,25300001
2530,באר יעקב,19,1,25300001
2530,באר יעקב,20,1,25300001
2530,באר יעקב,21,1,25300001
2530,באר יעקב,22,1,25300001
2530,באר יעקב,23,1,25300001
2530,באר יעקב,24,1,25300001
2530,באר יעקב,25,1,25300001
2530,באר יעקב,26,1,25300001
2530,באר יעקב,27,1,25300001
2530,באר יעקב,28,1,25300001
1278,באר מילכה,1,1,12780001
9000,באר שבע,1,111,90000111
9000,באר שבע,2,122,90000122
9000,באר שבע,3,122,90000122
9000,באר שבע,4,121,90000121
9000,באר שבע,5,121,90000121
9000,באר שבע,6,121,90000121
9000,באר שבע,7,121,90000121
9000,באר שבע,9,131,90000131
9000,באר שבע,10,131,90000131
9000,באר שבע,11,131,90000131
9000,באר שבע,12,411,90000411
9000,באר שבע,13,132,90000132
9000,באר שבע,14,132,90000132
9000,באר שבע,15,111,90000111
9000,באר שבע,16,111,90000111
9000,באר שבע,17,132,90000132
9000,באר שבע,18,133,90000133
9000,באר שבע,19,113,90000113
9000,באר שבע,20,112,90000112
9000,באר שבע,21,123,90000123
9000,באר שבע,22,123,90000123
9000,באר שבע,25,121,90000121
9000,באר שבע,26,113,90000113
9000,באר שבע,27,113,90000113
9000,באר שבע,28,112,90000112
9000,באר שבע,29,112,90000112
9000,באר שבע,30,111,90000111
9000,באר שבע,31,112,90000112
9000,באר שבע,32,612,90000612
9000,באר שבע,33,411,90000411
9000,באר שבע,34,433,90000433
9000,באר שבע,35,433,90000433
9000,באר שבע,36,434,90000434
9000,באר שבע,37,434,90000434
9000,באר שבע,38,431,90000431
9000,באר שבע,39,434,90000434
9000,באר שבע,40,431,90000431
9000,באר שבע,42,431,90000431
9000,באר שבע,43,423,90000423
9000,באר שבע,44,431,90000431
9000,באר שבע,45,211,90000211
9000,באר שבע,46,211,90000211
9000,באר שבע,47,211,90000211
9000,באר שבע,48,216,90000216
9000,באר שבע,49,216,90000216
9000,באר שבע,50,411,90000411
9000,באר שבע,51,613,90000613
9000,באר שבע,53,513,90000513
9000,באר שבע,54,216,90000216
9000,באר שבע,55,216,90000216
9000,באר שבע,56,512,90000512
9000,באר שבע,57,513,90000513
9000,באר שבע,58,512,90000512
9000,באר שבע,59,512,90000512
9000,באר שבע,60,512,90000512
9000,באר שבע,61,511,90000511
9000,באר שבע,62,513,90000513
9000,באר שבע,65,132,90000132
9000,באר שבע,66,211,90000211
9000,באר שבע,68,133,90000133
9000,באר שבע,69,211,90000211
9000,באר שבע,70,633,90000633
9000,באר שבע,71,632,90000632
9000,באר שבע,73,633,90000633
9000,באר שבע,75,633,90000633
9000,באר שבע,76,632,90000632
9000,באר שבע,78,632,90000632
9000,באר שבע,79,632,90000632
9000,באר שבע,81,632,90000632
9000,באר שבע,82,632,90000632
9000,באר שבע,84,513,90000513
9000,באר שבע,86,512,90000512
9000,באר שבע,87,511,90000511
9000,באר שבע,90,631,90000631
9000,באר שבע,91,631,90000631
9000,באר שבע,92,631,90000631
9000,באר שבע,93,631,90000631
9000,באר שבע,94,631,90000631
9000,באר שבע,95,433,90000433
9000,באר שבע,96,434,90000434
9000,באר שבע,97,434,90000434
9000,באר שבע,99,522,90000522
9000,באר שבע,100,521,90000521
9000,באר שבע,102,521,90000521
9000,באר שבע,103,521,90000521
9000,באר שבע,104,523,90000523
9000,באר שבע,105,523,90000523
9000,באר שבע,106,523,90000523
9000,באר שבע,107,522,90000522
9000,באר שבע,108,522,90000522
9000,באר שבע,109,432,90000432
9000,באר שבע,110,222,90000222
9000,באר שבע,111,431,90000431
9000,באר שבע,112,432,90000432
9000,באר שבע,113,432,90000432
9000,באר שבע,114,432,90000432
9000,באר שבע,115,522,90000522
9000,באר שבע,116,523,90000523
9000,באר שבע,117,432,90000432
9000,באר שבע,118,432,90000432
9000,באר שבע,119,611,90000611
9000,באר שבע,120,624,90000624
9000,באר שבע,121,624,90000624
9000,באר שבע,122,612,90000612
9000,באר שבע,123,612,90000612
9000,באר שבע,124,611,90000611
9000,באר שבע,125,611,90000611
9000,באר שבע,126,624,90000624
9000,באר שבע,127,612,90000612
9000,באר שבע,128,611,90000611
9000,באר שבע,129,414,90000414
9000,באר שבע,130,216,90000216
9000,באר שבע,131,611,90000611
9000,באר שבע,132,614,90000614
9000,באר שבע,134,614,90000614
9000,באר שבע,136,614,90000614
9000,באר שבע,137,614,90000614
9000,באר שבע,138,613,90000613
9000,באר שבע,139,613,90000613
9000,באר שבע,140,613,90000613
9000,באר שבע,141,216,90000216
9000,באר שבע,142,311,90000311
9000,באר שבע,143,212,90000212
9000,באר שבע,144,211,90000211
9000,באר שבע,145,211,90000211
9000,באר שבע,146,212,90000212
9000,באר שבע,147,215,90000215
9000,באר שבע,148,212,90000212
9000,באר שבע,149,613,90000613
9000,באר שבע,150,613,90000613
9000,באר שבע,151,221,90000221
9000,באר שבע,152,511,90000511
9000,באר שבע,153,511,90000511
9000,באר שבע,154,221,90000221
9000,באר שבע,155,222,90000222
9000,באר שבע,156,222,90000222
9000,באר שבע,157,221,90000221
9000,באר שבע,158,221,90000221
9000,באר שבע,159,221,90000221
9000,באר שבע,160,313,90000313
9000,באר שבע,161,423,90000423
9000,באר שבע,162,222,90000222
9000,באר שבע,163,423,90000423
9000,באר שבע,164,421,90000421
9000,באר שבע,165,423,90000423
9000,באר שבע,166,611,90000611
9000,באר שבע,167,423,90000423
9000,באר שבע,168,222,90000222
9000,באר שבע,169,423,90000423
9000,באר שבע,170,226,90000226
9000,באר שבע,171,224,90000224
9000,באר שבע,172,223,90000223
9000,באר שבע,173,223,90000223
9000,באר שבע,174,225,90000225
9000,באר שבע,175,225,90000225
9000,באר שבע,176,225,90000225
9000,באר שבע,177,234,90000234
9000,באר שבע,178,224,90000224
9000,באר שבע,179,223,90000223
9000,באר שבע,180,225,90000225
9000,באר שבע,181,422,90000422
9000,באר שבע,182,422,90000422
9000,באר שבע,183,422,90000422
9000,באר שבע,184,421,90000421
9000,באר שבע,185,312,90000312
9000,באר שבע,186,312,90000312
9000,באר שבע,187,422,90000422
9000,באר שבע,188,312,90000312
9000,באר שבע,189,313,90000313
9000,באר שבע,190,415,90000415
9000,באר שבע,191,414,90000414
9000,באר שבע,192,413,90000413
9000,באר שבע,193,412,90000412
9000,באר שבע,194,413,90000413
9000,באר שבע,195,411,90000411
9000,באר שבע,196,421,90000421
9000,באר שבע,197,413,90000413
9000,באר שבע,198,421,90000421
9000,באר שבע,199,413,90000413
9000,באר שבע,200,641,90000641
9000,באר שבע,201,643,90000643
9000,באר שבע,202,644,90000644
9000,באר שבע,203,642,90000642
9000,באר שבע,204,641,90000641
9000,באר שבע,205,642,90000642
9000,באר שבע,206,642,90000642
9000,באר שבע,207,643,90000643
9000,באר שבע,208,641,90000641
9000,באר שבע,209,215,90000215
9000,באר שבע,210,214,90000214
9000,באר שבע,211,214,90000214
9000,באר שבע,212,215,90000215
9000,באר שבע,213,226,90000226
9000,באר שבע,214,214,90000214
9000,באר שבע,215,212,90000212
9000,באר שבע,216,212,90000212
9000,באר שבע,217,213,90000213
9000,באר שבע,218,213,90000213
9000,באר שבע,219,212,90000212
9000,באר שבע,220,311,90000311
9000,באר שבע,221,311,90000311
9000,באר שבע,222,311,90000311
9000,באר שבע,223,234,90000234
9000,באר שבע,224,312,90000312
9000,באר שבע,225,313,90000313
9000,באר שבע,226,234,90000234
9000,באר שבע,227,312,90000312
9000,באר שבע,228,413,90000413
9000,באר שבע,229,414,90000414
9000,באר שבע,230,412,90000412
9000,באר שבע,231,414,90000414
9000,באר שבע,232,415,90000415
9000,באר שבע,233,415,90000415
9000,באר שבע,234,413,90000413
9000,באר שבע,235,413,90000413
9000,באר שבע,236,413,90000413
9000,באר שבע,237,414,90000414
9000,באר שבע,238,414,90000414
9000,באר שבע,239,414,90000414
9000,באר שבע,240,223,90000223
9000,באר שבע,241,224,90000224
9000,באר שבע,242,415,90000415
9000,באר שבע,243,225,90000225
9000,באר שבע,244,415,90000415
9000,באר שבע,245,312,90000312
9000,באר שבע,246,421,90000421
9000,באר שבע,247,422,90000422
9000,באר שבע,248,422,90000422
9000,באר שבע,249,643,90000643
9000,באר שבע,250,214,90000214
9000,באר שבע,251,214,90000214
9000,באר שבע,252,213,90000213
9000,באר שבע,253,214,90000214
9000,באר שבע,254,412,90000412
9000,באר שבע,255,646,90000646
9000,באר שבע,256,421,90000421
9000,באר שבע,257,214,90000214
9000,באר שבע,258,414,90000414
9000,באר שבע,259,645,90000645
9000,באר שבע,260,644,90000644
9000,באר שבע,261,643,90000643
9000,באר שבע,262,646,90000646
9000,באר שבע,263,643,90000643
9000,באר שבע,264,645,90000645
9000,באר שבע,265,642,90000642
9000,באר שבע,266,645,90000645
9000,באר שבע,267,645,90000645
9000,באר שבע,268,643,90000643
9000,באר שבע,269,646,90000646
9000,באר שבע,270,415,90000415
9000,באר שבע,271,421,90000421
9000,באר שבע,272,415,90000415
9000,באר שבע,273,415,90000415
9000,באר שבע,274,642,90000642
9000,באר שבע,275,421,90000421
9000,באר שבע,276,642,90000642
9000,באר שבע,277,641,90000641
9000,באר שבע,278,411,90000411
9000,באר שבע,279,434,90000434
9000,באר שבע,280,313,90000313
9000,באר שבע,281,645,90000645
9000,באר שבע,282,234,90000234
9000,באר שבע,283,645,90000645
9000,באר שבע,284,645,90000645
9000,באר שבע,285,645,90000645
9000,באר שבע,286,645,90000645
9000,באר שבע,287,413,90000413
9000,באר שבע,288,646,90000646
9000,באר שבע,289,646,90000646
9000,באר שבע,290,631,90000631
9000,באר שבע,291,613,90000613
9000,באר שבע,292,612,90000612
9000,באר שבע,293,612,90000612
9000,באר שבע,294,422,90000422
9000,באר שבע,295,411,90000411
9000,באר שבע,296,411,90000411
9000,באר שבע,297,213,90000213
9000,באר שבע,298,314,90000314
9000,באר שבע,299,411,90000411
9000,באר שבע,300,513,90000513
9000,באר שבע,301,411,90000411
9000,באר שבע,302,646,90000646
